,publisher_link,publisher,journal_link,journal,count,date,ISSN
660,http://www.springer.com,Springer,/s/spr/chfecr.html,ChinaFinance and Economic Review,56 (56),2013-2017 (FULL),2196-5633
661,http://www.emeraldinsight.com,Emerald Group Publishing,/s/eme/cfripp.html,ChinaFinance Review International,140 (140),2010-2017 (FULL),
662,,,/s/sae/chnrpt.html,ChinaReport,1516 (1516),1965-2019,
663,http://www.tandfonline.com/MCES20,Taylor & Francis Journals,/s/mes/chinec.html,ChineseEconomy,1271 (1271),1967-2019,1097-1475
664,http://edirc.repec.org/data/aaeaaea.html,Agricultural and Applied Economics Association,/s/ags/aaeach.html,"Choices:The Magazine of Food, Farm, and Resource Issues",1701 (1700),1986-2019,
665,http://edirc.repec.org/data/feunlar.html,Facultad de Ciencias Económicas UNL,/s/rcf/wpaper.html,CienciasEconómicas,152 (152),1999-2017 (FULL),
666,http://edirc.repec.org/data/ciriees.html,CIRIEC-España,/s/cic/revcir.html,"CIRIEC-España,revista de economía pública, social y cooperativa",337 (337),1999-2011,
667,http://www.tandfonline.com/CCIT20,Taylor & Francis Journals,/s/taf/cityxx.html,City,987 (987),2000-2019,1360-4813
668,http://www.worldscinet.com/cce/cce.shtml,World Scientific Publishing Co. Pte. Ltd.,/s/wsi/ccexxx.html,ClimateChange Economics (CCE),200 (200),2010-2019 (FULL),2010-0086
669,http://www.tandfonline.com/tcpo20,Taylor & Francis Journals,/s/taf/tcpoxx.html,ClimatePolicy,1046 (1046),2001-2019,1469-3062
670,http://www.springer.com,Springer,/s/spr/climat.html,ClimaticChange,2429 (2429),2000-2019,0165-0009
671,http://edirc.repec.org/data/afcccea.html,Association Française de Cliométrie (AFC),/s/afc/cliome.html,"Cliometrica,Journal of Historical Economics and Econometric History",146 (146),2007-2019 (FULL),
672,http://www.springer.com,SpringerCliometric Society (Association Francaise de Cliométrie),/s/spr/cliomt.html,Cliometrica,42 (42),2017-2019,1863-2513
673,http://cogentoa.tandfonline.com/OABM20,Taylor & Francis Journals,/s/taf/oabmxx.html,CogentBusiness & Management,340 (340),2014-2018,2331-1975
674,http://www.tandfonline.com/OAEF20,Taylor & Francis Journals,/s/taf/oaefxx.html,CogentEconomics & Finance,361 (361),2014-2018,2332-2039
675,http://edirc.repec.org/data/sgwawpl.html,"Warsaw School of Economics, Collegium of Economic Analysis",/s/sgh/annals.html,Collegiumof Economic Analysis Annals,712 (597),2007-2019,1232-4671
676,http://edirc.repec.org/data/funalco.html,"Academia Colombiana de Ciencias Economicas, Colegio Mayor de Nuestra Senora del Rosario, Pontificia Universidad Javeriana, Universidad de Antioquia, Universidad de los Andes, Universidad del Valle, Universidad Externado de Colombia, Universidad Nacional de Colombia",/s/cej/primer.html,ColombianEconomic Journal,17 (17),2003-2004,1692-3065
677,,Universidad Nacional de Colombia -FCE - CID,/s/col/000096.html,ColombianEconomic Journal,15 (15),1997-2005 (FULL),
678,http://edirc.repec.org/data/idatefr.html,"IDATE, Com&Strat dept.",/s/idt/journl.html,Communications& Strategies,194 (194),2008-2016,
679,http://edirc.repec.org/data/frbbous.html,Federal Reserve Bank of Boston,/s/fip/fedbcb.html,Communitiesand Banking,330 (330),1997-2013,
680,http://www.tandfonline.com/RCOD20,Taylor & Francis Journals,/s/taf/comdev.html,CommunityDevelopment,546 (546),2009-2019,1557-5330
681,http://edirc.repec.org/data/frbsfus.html,Federal Reserve Bank of San Francisco,/s/fip/fedfcb.html,CommunityDevelopment Research Brief,13 (13),2011-2019,
682,http://edirc.repec.org/data/frbsfus.html,Federal Reserve Bank of San Francisco,/s/fip/fedfcr.html,CommunityDevelopment Investment Review,189 (189),2005-2018 (FULL),
683,http://edirc.repec.org/data/frbsfus.html,Federal Reserve Bank of San Francisco,/s/fip/fedfci.html,CommunityInvestments,189 (189),2004-2014,
684,http://edirc.repec.org/data/frbdaus.html,Federal Reserve Bank of Dallas,/s/fip/feddcs.html,CommunityOutlook Survey,1 (1),2010-2010,
685,http://edirc.repec.org/data/frbkcus.html,Federal Reserve Bank of Kansas City,/s/fip/fedkcr.html,CommunityReinvestment,4 (4),2001-2002,
686,http://edirc.repec.org/data/frbclus.html,Federal Reserve Bank of Cleveland,/s/fip/fedccf.html,CommunityReinvestment Forum,14 (6),2001-2010,
687,http://edirc.repec.org/data/frbclus.html,Federal Reserve Bank of Cleveland,/s/fip/fedccr.html,CommunityReinvestment Report,11 (10),2000-2011,
688,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/coecre.html,ComparativeEconomic Research,368 (368),2009-2019,
689,http://www.palgrave-journals.com/,Palgrave MacmillanAssociation for Comparative Economic Studies,/s/pal/compes.html,ComparativeEconomic Studies,1029 (1029),1991-2019,0888-7233
690,http://www.crninet.com/,Intersentia,/s/sen/journl.html,Competitionand Regulation in Network Industries,258 (0),2000-2015 (FULL),1783-5917
691,http://www.cairn.info/revue-comptabilite-controle-audit.htm,Association francophone de comptabilité,/s/cai/ccaafc.html,Comptabilité- Contrôle - Audit,593 (593),1995-2019 (FULL),
692,http://www.springer.com,Springer,/s/spr/comaot.html,Computationaland Mathematical Organization Theory,114 (114),2016-2019,1572-9346
693,http://www.springer.com,SpringerSociety for Computational Economics,/s/kap/compec.html,ComputationalEconomics,1103 (1031),1993-2019 (FULL),0927-7099
694,http://www.springer.com,Springer,/s/spr/comgts.html,ComputationalManagement Science,374 (374),2003-2019 (FULL),1619-697X
695,http://edirc.repec.org/data/feuntro.html,"""Nicolae Titulescu"" University of Bucharest, Faculty of Economic Sciences",/s/ntu/ntcmss.html,ComputationalMethods in Social Sciences (CMSS),67 (67),2013-2018 (FULL),2344-1232
696,http://www.springer.com,Springer,/s/spr/coopap.html,ComputationalOptimization and Applications,957 (957),2006-2019,0926-6003
697,http://www.springer.com,Springer,/s/spr/compst.html,ComputationalStatistics,865 (865),2003-2019,0943-4062
698,http://www.elsevier.com/locate/csda,Elsevier,/s/eee/csdana.html,ComputationalStatistics & Data Analysis,5572 (5572),1983-2019,0167-9473
699,http://www.springer.com,KluwerSociety for Computational Economics,/s/kap/csecmg.html,ComputerScience in Economics & Management,36 (1),1990-1992,0921-2736
700,https://www.economicsnetwork.ac.uk/cheer,"Economics Network, University of Bristol",/s/che/chepap.html,Computersin Higher Education Economics Review,53 (53),1997-2008,
701,http://edirc.repec.org/data/aecaaea.html,Asociación Española de Contabilidad y Administración de Empresas (AECA). Spanish Accounting and Business Administration Association.,/s/dec/articl.html,"DeComputis""Revista Española de Historia de la Contabilidad"". De Computis ""Spanish Journal of Accounting History"".",112 (112),2004-2013 (FULL),
702,http://edirc.repec.org/data/iicaacr.html,Inter-American Institute for Cooperation on Agriculture,/s/ags/criica.html,ComuniicaMagazine,121 (121),1996-2011,
703,http://edirc.repec.org/data/frbbous.html,Federal Reserve Bank of Boston,/s/fip/fedbcp.html,ConferenceSeries ; [Proceedings],368 (357),1969-2008,
704,http://edituralumen.ro,"Editura Lumen, Department of Economics",/s/lum/rev10b.html,ConferintaStiintifica Internationala Logos Universalitate Mentalitate Educatie Noutate - Lumen International Scientific Conference Logos Universality Mentality Education Novelty,94 (85),2011-2011,
705,http://pss.la.psu.edu/,Peace Science Society (International),/s/sae/compsc.html,ConflictManagement and Peace Science,574 (574),1973-2019,
706,https://www.persee.fr/collection/estat,Programme National Persée,/s/prs/conjon.html,LaConjoncture,14 (14),1946-1946,0336-1454
707,http://edirc.repec.org/data/imacaro.html,"Institute for World Economy, Romanian Academy",/s/iem/conjun.html,Conjuncturaeconomiei mondiale   World Economic Studies,333 (2),2011-2017,
708,http://edirc.repec.org/data/deuctus.html,"University of Connecticut, Department of Economics",/s/uct/ctecon.html,TheConnecticutEconomy,221 (221),1993-2014,
709,http://cmu-edu.eu,Constanta Maritime University,/s/cmc/annals.html,ConstantaMaritime University Annals,157 (157),2010-2014,
710,http://www.springer.com,Springer,/s/kap/copoec.html,ConstitutionalPolitical Economy,632 (632),1990-2019,1043-4062
711,http://www.tandfonline.com/RCME20,Taylor & Francis Journals,/s/taf/conmgt.html,ConstructionManagement and Economics,1895 (1895),1997-2019,0144-6193
712,http://www.francoangeli.it/riviste/sommario.asp?IDRivista=178,FrancoAngeli Editore,/s/fan/ccadaa.html,CONTABILITA'E CULTURA AZIENDALE,91 (91),2013-2018,1721-5242
713,http://edirc.repec.org/data/fcunamx.html,Accounting and Management,/s/nax/conyad.html,Contaduríay Administración,517 (517),2010-2019,0186-1042
714,http://www.univcb.ro/,Constantin Brancoveanu University,/s/brc/brccej.html,ContemporaryEconomy Journal,109 (109),2016-2018 (FULL),
715,http://edirc.repec.org/data/weaaaea.html,Western Economic Association International,/s/bla/coecpo.html,ContemporaryEconomic Policy,1542 (1508),1982-2019 (FULL),1074-3529
716,http://edirc.repec.org/data/vizjapl.html,University of Economics and Human Sciences in Warsaw.,/s/wyz/journl.html,ContemporaryEconomics,560 (560),2007-2019,
717,https://www.degruyter.com,De Gruyter,/s/bpj/conjap.html,ContemporaryJapan,49 (49),2010-2016,
718,http://edirc.repec.org/data/fdrauro.html,Romanian-American University,/s/rau/clieui.html,ContemporaryLegal Institutions,103 (103),2009-2014 (FULL),2065-5495
719,,,/s/sae/crmide.html,ContemporaryReview of the Middle East,145 (145),2014-2019,
720,http://www.tandfonline.com/rsoc21,Taylor & Francis Journals,/s/taf/rsocxx.html,ContemporarySocial Science,217 (217),2013-2019,2158-2041
721,,Universidad Externado de Colombia,/s/col/000352.html,Contexto(Artículos Sobre Economía),96 (96),1998-2019,
722,http://www.eumed.net/ce/,Grupo Eumed.net (Universidad de Málaga),/s/erv/contri.html,Contribucionesa la Economía,1150 (1149),2005-2017,1696-8360
723,http://www.eumed.net/rev/cccss/index.htm,Grupo Eumed.net (Universidad de Málaga),/s/erv/coccss.html,Contribucionesa las Ciencias Sociales,3198 (3196),2007-2019,1988-5245
724,https://academic.oup.com/cpe,Oxford University Press,/s/oup/copoec.html,Contributionsto Political Economy,323 (233),1982-2018,
725,http://www.wydawnictwoumk.pl,Uniwersytet Mikolaja Kopernika,/s/cpn/umkcjf.html,CopernicanJournal of Finance & Accounting,150 (150),2012-2018 (FULL),
726,http://www.blackwellpublishing.com/journal.asp?ref=0964-8410&site=1,Wiley Blackwell,/s/bla/corgov.html,CorporateGovernance: An International Review,612 (612),1993-2008 (FULL),0964-8410
727,http://edirc.repec.org/data/aaeaaea.html,"Agricultural and Applied Economics Association, Committee on the Opportunities and Status of Blacks in Agricultural Economics (COSBAE)",/s/ags/aecbae.html,COSBAEBrochures,1 (1),1990-1990,
728,http://edirc.repec.org/data/aaeaaea.html,"Agricultural and Applied Economics Association, Committee on the Opportunities and Status of Blacks in Agricultural Economics (COSBAE)",/s/ags/aecban.html,COSBAENewsletter,20 (20),1988-2013,
729,,Fedesarrollo,/s/col/000438.html,CoyunturaEconómica,625 (625),1980-2017,
730,https://www.competitionpolicyinternational.com,Competition Policy International,/s/cpi/cpijrn.html,CPI Journal,257 (253),2005-2014 (FULL),
731,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/crknos.html,Creativeand Knowledge Society,70 (70),2011-2016 (FULL),
732,http://cyberleninka.ru/,CyberLeninkaОбщество с ограниченной ответственностью Издательство «Креативная экономика»,/s/scn/016458.html,CreativeEconomy Креативная экономика,1840 (1840),2007-2015,
733,http://www.credit-and-capital-markets.de/,Credit and Capital Markets,/s/kuk/journl.html,Creditand Capital Markets,243 (0),2007-2019,
734,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/bucris.html,CRIS- Bulletin of the Centre for Research and Interdisciplinary Study,51 (51),2012-2016,
735,http://www.nowpublishers.com/,now publishers,/s/now/jnlcfr.html,CriticalFinance Review,51 (51),2012-2018 (FULL),
736,http://edirc.repec.org/data/eizgghr.html,"The Institute of Economics, Zagreb",/s/iez/survey.html,CroatianEconomic Survey,79 (79),2009-2019,
737,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/cinrer.html,CroatianInternational Relations Review,87 (87),2013-2019,
738,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/crebss.html,"CroatianReview of Economic, Business and Social Statistics",43 (43),2015-2019 (FULL),
739,http://bxb.ro/,"Fundația Română pentru Inteligența Afacerii, Editorial Department",/s/cmj/journl.html,CrossCulturalManagement Journal,140 (140),2012-2019,
740,http://edirc.repec.org/data/frbdaus.html,Federal Reserve Bank of Dallas,/s/fip/feddcr.html,Crossroads,15 (15),2005-2016,
741,http://edirc.repec.org/data/frbrius.html,Federal Reserve Bank of Richmond,/s/fip/fedrcs.html,CrossSections,228 (0),1987-1996,
742,http://edirc.repec.org/data/csilmit.html,CSIL Centre for Industrial Studies,/s/mst/csilar.html,CSILarticles,14 (14),2009-2012,
743,http://edirc.repec.org/data/faaubro.html,"Faculty of Business and Administration, University of Bucharest",/s/but/csolub.html,CSOLUBConference - LEADERSHIP AND ORGANISATIONAL STRATEGIES,1 (1),2013-2013 (FULL),
744,,Universidad Javeriana - Facultad de Estudios Ambientales y Rurales,/s/col/000473.html,Cuadernosde Desarrollo Rural,13 (13),2013-2013,
745,,Asociación Cuadernos de Economía,/s/cud/journl.html,Cuadernosde Economía - Spanish Journal of Economics and Finance,197 (197),2007-2018,
746,http://edirc.repec.org/data/iepuccl.html,Instituto de Economía. Pontificia Universidad Católica de Chile.,/s/ioe/cuadec.html,Latin American Journal of Economics-formerlyCuadernosde Economía,913 (913),1963-2016 (FULL),0717-6821
747,http://www.eumed.net/rev/ced/,Grupo Eumed.net (Universidad de Málaga),/s/erv/cedced.html,Cuadernosde Educación y Desarrollo,1598 (1598),2009-2017,1989-4155
748,http://edirc.repec.org/data/ieahues.html,Universidad del País Vasco - Instituto de Economía Aplicada a la Empresa (IEAE),/s/ehu/cuader.html,Cuadernosde Gestión,263 (263),2001-2019 (FULL),
749,,Banco de la República - Economía Regional,/s/col/000101.html,Cuadernosde Historia Económica,50 (50),1999-2019,
750,http://edirc.repec.org/data/feuttro.html,"Petru Maior University, Faculty of Economics Law and Administrative Sciences and Pro Iure Foundation",/s/pmu/cjurid.html,"CurentulJuridic, The Juridical Current, Le Courant Juridique",663 (663),2004-2019,
751,http://edirc.repec.org/data/frbnyus.html,Federal Reserve Bank of New York,/s/fip/fednci.html,CurrentIssues in Economics and Finance,208 (208),1995-2014 (FULL),
752,http://www.conscientiabeam.com/journal/68,Conscientia Beam,/s/pkp/criasc.html,CurrentResearch in Agricultural Sciences,54 (54),2014-2019 (FULL),
753,http://www.springer.com,SpringerInstitute for Sustainable Innovation and Growth (iSIG),/s/spr/custns.html,CustomerNeeds and Solutions,67 (67),2015-2019,2196-2928
754,http://edirc.repec.org/data/aaeaaea.html,"Agricultural and Applied Economics Association, Committee on Women in Agricultural Economics (CWAE)",/s/ags/aecwae.html,CWAENewsletter,68 (68),1984-2007,
755,http://edirc.repec.org/data/erucycy.html,"University of Cyprus, Economics Research Centre",/s/erc/cypepr.html,CyprusEconomic Policy Review,118 (118),2007-2018 (FULL),1450-457X
756,http://edirc.repec.org/data/icunicz.html,"Charles University Prague, Faculty of Social Sciences, Institute of Economic Studies",/s/fau/aucocz.html,CzechEconomic Review,136 (136),2007-2015 (FULL),1802-4696
757,http://edirc.repec.org/data/icunicz.html,"Charles University Prague, Faculty of Social Sciences",/s/fau/fauart.html,CzechJournal of Economics and Finance (Finance a uver),1103 (1103),1990-2018,0015-1920
758,https://www.sciendo.com/services/journals,Sciendo,/s/vrs/cjotou.html,CzechJournal of Tourism,47 (47),2013-2018,
759,http://www.nowpublishers.com/,now publishers,/s/now/jnldea.html,DataEnvelopment Analysis Journal,21 (21),2014-2017 (FULL),
760,http://edirc.repec.org/data/aseeero.html,"Academy of Economic Studies - Bucharest, Romania",/s/aes/dbjour.html,DatabaseSystems Journal,154 (154),2010-2018 (FULL),2069-3230
761,http://edirc.repec.org/data/bdfgvfr.html,Banque de France,/s/bfr/decfin.html,Débatséconomiques et financiers,33 (33),2013-2017,
762,http://www.springer.com,SpringerIndian Institute of Management Calcutta,/s/spr/decisn.html,DECISION:Official Journal of the Indian Institute of Management Calcutta,100 (100),2016-2019,2197-1722
